Name,Index,Latest Price,Previous Close,Low,High,Change,% Change,Datetime,3 Mo. Change,3 Mo. % Change,6 Mo. Change,6 Mo. % Change,1 Year Change,1 Year % Change
Johnson Controls International,S&P 500,57.86,57.49,57.67,58.13,0.37,0.64%,01:20 PM04/17/2023 01:20:29 PM UTC-0400,-11.46,-16.65%,4.94,9.42%,-5.28,-8.43%
JPMorgan Chase,S&P 500,139.13,138.69,137.66,140.06,0.44,0.31%,01:20 PM04/17/2023 01:20:34 PM UTC-0400,-14.42,-10.09%,19.22,17.58%,1.24,0.97%
Juniper Networks,S&P 500,33.5,33.99,33.49,34.16,-0.49,-1.44%,01:20 PM04/17/2023 01:20:27 PM UTC-0400,1.82,5.68%,7.49,28.51%,-1.49,-4.23%
Kellogg,S&P 500,67.4,67.01,67.12,67.55,0.39,0.57%,01:20 PM04/17/2023 01:20:31 PM UTC-0400,-1.63,-2.33%,-4.76,-6.51%,0.39,0.57%
KeyCorp,S&P 500,12.09,12.1,11.7,12.1,-0.01,-0.04%,01:20 PM04/17/2023 01:20:29 PM UTC-0400,-6.12,-33.65%,-4.64,-27.76%,-8.52,-41.40%
Keysight Technologies,S&P 500,152.51,159.57,151.82,158.75,-7.07,-4.43%,01:20 PM04/17/2023 01:20:02 PM UTC-0400,-23,-12.73%,0.81,0.52%,10.54,7.16%
Kimberly-Clark,S&P 500,138.21,137.33,137.63,138.75,0.88,0.64%,01:20 PM04/17/2023 01:20:31 PM UTC-0400,-0.09,-0.07%,22.15,19.33%,10.41,8.24%
Kimco Realty,S&P 500,18.87,18.7,18.72,19.07,0.17,0.91%,01:20 PM04/17/2023 01:20:34 PM UTC-0400,-2.38,-11.15%,-0.37,-1.89%,-6.09,-24.30%
Kinder Morgan,S&P 500,17.73,17.82,17.67,17.86,-0.09,-0.48%,01:20 PM04/17/2023 01:20:26 PM UTC-0400,-1.03,-5.44%,0.18,1.02%,-1.46,-7.57%
KLA-Tencor,S&P 500,366.61,375.04,361.91,370.27,-8.44,-2.25%,01:20 PM04/17/2023 01:20:24 PM UTC-0400,-49.9,-11.88%,91.6,32.89%,33.62,9.99%
Kroger,S&P 500,47.56,46.65,46.8,47.72,0.91,1.95%,01:20 PM04/17/2023 01:20:34 PM UTC-0400,2.11,4.66%,0.76,1.63%,-11.02,-18.89%
Laboratory,S&P 500,230.66,229.33,228.81,230.66,1.33,0.58%,01:19 PM04/17/2023 01:19:08 PM UTC-0400,-21.31,-8.47%,21.19,10.13%,-38.53,-14.33%
Lam Research,S&P 500,486,500.84,483.11,495.03,-14.84,-2.96%,01:19 PM04/17/2023 01:19:20 PM UTC-0400,23.4,4.94%,156.46,45.94%,24.46,5.18%
Lamb Weston Holdings,S&P 500,109.33,108.7,108.93,109.9,0.63,0.58%,01:20 PM04/17/2023 01:20:20 PM UTC-0400,10.01,10.20%,23.37,27.55%,40.86,60.70%
Las Vegas Sands,S&P 500,58.34,58.28,58.11,59.3,0.06,0.10%,01:20 PM04/17/2023 01:20:32 PM UTC-0400,0.92,1.67%,20.12,56.26%,19.62,54.11%
Leidos Holdings,S&P 500,92.45,91.92,91.62,92.63,0.53,0.58%,01:18 PM04/17/2023 01:18:42 PM UTC-0400,-5.65,-5.75%,1.58,1.74%,-16.06,-14.77%
Lennar,S&P 500,104.89,105.03,104.48,105.86,-0.15,-0.14%,01:20 PM04/17/2023 01:20:32 PM UTC-0400,6.57,6.65%,29.29,38.49%,27.4,35.13%
Lincoln National,S&P 500,21.37,20.96,20.62,21.66,0.41,1.96%,01:19 PM04/17/2023 01:19:58 PM UTC-0400,-10.9,-34.56%,-27.58,-57.20%,-43.84,-67.99%
Linde,S&P 500,360.75,359.63,359.51,361.49,1.12,0.31%,01:19 PM04/17/2023 01:19:41 PM UTC-0400,0,0.00%,0,0.00%,0,0.00%
Live Nation Entertainment,S&P 500,68.24,68.96,67.89,68.96,-0.72,-1.04%,01:20 PM04/17/2023 01:20:34 PM UTC-0400,-4.73,-6.34%,-8.03,-10.30%,-43.04,-38.10%
LKQ,S&P 500,55.95,56.32,55.84,56.57,-0.37,-0.66%,01:18 PM04/17/2023 01:18:21 PM UTC-0400,-2.21,-3.78%,5.81,11.50%,9.67,20.73%
Lockheed Martin,S&P 500,488.3,487.95,487.83,492.26,0.35,0.07%,01:20 PM04/17/2023 01:20:28 PM UTC-0400,38.42,8.54%,82.53,20.34%,19.02,4.05%
Loews,S&P 500,56.43,56.26,55.89,56.62,0.17,0.30%,01:17 PM04/17/2023 01:17:45 PM UTC-0400,-3.63,-6.03%,2.96,5.52%,-8.17,-12.62%
Lowe's Companies,S&P 500,203.92,202.15,202.22,204.27,1.77,0.87%,01:20 PM04/17/2023 01:20:31 PM UTC-0400,-12.46,-5.87%,6.58,3.41%,-5.95,-2.89%
Lyondellbasell Industries,S&P 500,97.13,96.87,96.85,97.62,0.26,0.26%,01:20 PM04/17/2023 01:20:14 PM UTC-0400,3.48,3.71%,17.17,21.45%,-8.71,-8.22%
M&T Bank,S&P 500,124.13,116.66,114.44,124.99,7.47,6.40%,01:20 PM04/17/2023 01:20:34 PM UTC-0400,-33.19,-22.19%,-70.85,-37.84%,-43.44,-27.18%
Marathon Oil,S&P 500,25.07,25.73,25.02,25.75,-0.66,-2.55%,01:20 PM04/17/2023 01:20:32 PM UTC-0400,-1.47,-5.43%,-2.72,-9.60%,-0.96,-3.61%
Marathon Petroleum Corporation,S&P 500,128.69,130.78,127.62,130.66,-2.09,-1.60%,01:20 PM04/17/2023 01:20:22 PM UTC-0400,8.3,6.81%,21.07,19.30%,42.63,48.67%
MarketAxess Holdings,S&P 500,336.02,336,334.45,337.35,0.02,0.00%,01:19 PM04/17/2023 01:19:20 PM UTC-0400,8.57,2.60%,98.69,41.31%,66.01,24.31%
Marriott,S&P 500,168.74,168.1,168.24,170.06,0.64,0.38%,01:20 PM04/17/2023 01:20:33 PM UTC-0400,-0.31,-0.19%,18.25,12.74%,-14.07,-8.02%
Marsh & McLennan Cos,S&P 500,173.35,173.14,172.95,173.96,0.21,0.12%,01:37 PM04/17/2023 01:37:31 PM UTC-0400,-3.33,-1.92%,14.15,9.07%,0.23,0.14%
Martin Marietta Materials,S&P 500,350.74,349.09,347.46,351.3,1.65,0.47%,01:31 PM04/17/2023 01:31:47 PM UTC-0400,-8.75,-2.46%,31.94,10.16%,-20.68,-5.64%
Masco,S&P 500,48.97,48.64,48.63,49.05,0.33,0.68%,01:37 PM04/17/2023 01:37:11 PM UTC-0400,-3.6,-6.92%,-0.22,-0.45%,-2.07,-4.10%
MasterCard,S&P 500,369.63,372.2,368.39,374.1,-2.57,-0.69%,01:37 PM04/17/2023 01:37:24 PM UTC-0400,-13.69,-3.65%,67.92,23.11%,6.67,1.88%
McCormick,S&P 500,84.94,85,84.91,85.66,-0.06,-0.07%,01:37 PM04/17/2023 01:37:28 PM UTC-0400,4.74,5.84%,11.04,14.75%,-16.14,-15.82%
McDonald's,S&P 500,288.67,288.95,288.2,290.51,-0.28,-0.10%,01:37 PM04/17/2023 01:37:10 PM UTC-0400,16.45,6.12%,38.65,15.67%,33.87,13.47%
McKesson,S&P 500,359.93,361.97,357.9,362.8,-2.04,-0.56%,01:37 PM04/17/2023 01:37:26 PM UTC-0400,-19.3,-5.05%,8.04,2.27%,36.84,11.31%
Medtronic,S&P 500,81.8,80.72,80.82,81.81,1.08,1.34%,01:37 PM04/17/2023 01:37:49 PM UTC-0400,0.26,0.32%,-2.69,-3.22%,-29.65,-26.84%
Merck,S&P 500,114.96,115.34,114.2,116.45,-0.38,-0.33%,01:37 PM04/17/2023 01:37:38 PM UTC-0400,1.54,1.37%,21.29,23.02%,27.65,32.10%
Meta Platforms,S&P 500,219.12,221.49,217.13,220.98,-2.37,-1.07%,01:37 PM04/17/2023 01:37:50 PM UTC-0400,77.02,56.23%,83.71,64.25%,-0.99,-0.46%
MetLife,S&P 500,60.79,60.62,59.89,61.05,0.17,0.27%,01:37 PM04/17/2023 01:37:47 PM UTC-0400,-11.93,-16.58%,-5.25,-8.05%,-10.49,-14.88%
Mettler-Toledo International,S&P 500,"1,577.84","1,577.76","1,572.57","1,581.92",0.08,0.01%,01:26 PM04/17/2023 01:26:40 PM UTC-0400,-28.09,-1.80%,399.93,35.35%,187.37,13.94%
MGM Resorts International,S&P 500,43.85,43.55,43.6,44.27,0.3,0.69%,01:37 PM04/17/2023 01:37:12 PM UTC-0400,3.45,8.73%,12.25,39.85%,1.68,4.07%
Microchip Technology,S&P 500,79.58,79.53,78.77,79.6,0.05,0.06%,01:37 PM04/17/2023 01:37:43 PM UTC-0400,4.31,5.75%,19.79,33.29%,12.47,18.68%
Micron Technology,S&P 500,62.19,62.63,61.98,62.77,-0.44,-0.70%,01:37 PM04/17/2023 01:37:45 PM UTC-0400,5.03,8.84%,7.1,12.94%,-10.42,-14.40%
Microsoft,S&P 500,287.19,286.14,286.2,291.58,1.05,0.37%,01:37 PM04/17/2023 01:37:45 PM UTC-0400,44.26,18.50%,49.25,21.03%,-4.13,-1.44%
Mid-America Apartment Communities,S&P 500,148.58,147.08,147.23,149.79,1.5,1.02%,01:33 PM04/17/2023 01:33:14 PM UTC-0400,-10.81,-6.76%,2.61,1.78%,-57.04,-27.67%
Moderna,S&P 500,145.48,157.1,143.22,156.75,-11.63,-7.40%,01:37 PM04/17/2023 01:37:43 PM UTC-0400,-36.44,-18.98%,20.84,15.47%,-14.1,-8.31%
Mohawk Industries,S&P 500,97.89,97.92,97.4,98.57,-0.03,-0.03%,01:37 PM04/17/2023 01:37:43 PM UTC-0400,-20.87,-17.58%,1.17,1.21%,-25.12,-20.43%
Molina Healthcare,S&P 500,292.88,293.69,291.36,294.29,-0.82,-0.28%,01:35 PM04/17/2023 01:35:25 PM UTC-0400,-4.19,-1.40%,-61.05,-17.09%,-38.09,-11.40%
Molson Coors Brewing Company,S&P 500,56.75,56.06,56,56.98,0.7,1.24%,01:37 PM04/17/2023 01:37:33 PM UTC-0400,3.53,6.95%,4.83,9.77%,0,0.00%
Mondelez,S&P 500,69.95,69.81,69.71,70.19,0.14,0.20%,01:37 PM04/17/2023 01:37:42 PM UTC-0400,3.15,4.70%,12.53,21.72%,6.36,9.96%
Monolithic Power Systems,S&P 500,476.65,477.27,470.84,480.41,-0.62,-0.13%,01:35 PM04/17/2023 01:35:24 PM UTC-0400,67.43,16.92%,133.93,40.35%,45.25,10.76%
Monster Beverage,S&P 500,52.79,52.56,52.52,53.03,0.23,0.43%,01:37 PM04/17/2023 01:37:16 PM UTC-0400,1.43,2.80%,7.43,16.50%,10.47,24.91%
Moody's,S&P 500,300.55,302.24,300.55,304.07,-1.69,-0.56%,01:36 PM04/17/2023 01:36:59 PM UTC-0400,-16.37,-5.20%,56.53,23.39%,-35.53,-10.65%
Morgan Stanley,S&P 500,88.45,86.72,86.27,88.58,1.73,2.00%,01:37 PM04/17/2023 01:37:47 PM UTC-0400,-6.08,-6.64%,6.19,7.80%,1.3,1.54%
Motorola Solutions,S&P 500,290.55,291.48,289.85,292.3,-0.93,-0.32%,01:37 PM04/17/2023 01:37:12 PM UTC-0400,19.53,7.34%,60.5,26.87%,49.33,20.88%
MSCI,S&P 500,536.88,540,536.59,544.97,-3.12,-0.58%,01:34 PM04/17/2023 01:34:46 PM UTC-0400,25.46,5.04%,124.81,30.74%,37.48,7.60%
Nasdaq,S&P 500,55.62,55.16,54.86,55.67,0.46,0.82%,01:37 PM04/17/2023 01:37:03 PM UTC-0400,-8.46,-13.35%,-3.66,-6.25%,-5.57,-9.22%
NetApp,S&P 500,67.39,66.35,66.25,67.44,1.04,1.57%,01:37 PM04/17/2023 01:37:49 PM UTC-0400,1.74,2.69%,2.29,3.57%,-10.88,-14.08%
Netflix,S&P 500,330.11,338.63,327.54,338.39,-8.53,-2.52%,01:37 PM04/17/2023 01:37:44 PM UTC-0400,-1.79,-0.54%,98.52,42.37%,-19.4,-5.54%
Newell Brands,S&P 500,12.61,12.42,12.41,12.62,0.19,1.53%,01:37 PM04/17/2023 01:37:44 PM UTC-0400,-3.2,-20.77%,-2.43,-16.60%,-10.25,-45.64%
