,Date/Time Reported,Date/Time Occurred,Location,Incident,CAD #,Report #,Disposition
689,03/23/2023 10:49 pm,03/23/2023 10:49 pm - 03/23/2023 10:58 pm,Sierra Madre Tower 2,ALARM - Fire Alarm // DOCUMENTATION - OSRR Referral,,230380,Closed
690,03/23/2023 10:49 pm,,Sierra Madre Tower 2,ALARM - Fire Alarm,23-03-23-004085,230380,REPORT TAKEN
691,03/23/2023 10:11 pm,,Crops Science Unit,PATROL ACTIVITY - Foot Patrol,23-03-23-004083,,IN SERVICE
692,03/23/2023 09:06 pm,,Pcv Huasna,ALARM - Fire Alarm,23-03-23-004082,,False/Cooking related
693,03/23/2023 08:54 pm,,Cerro Vista  Hollister,ALARM - Fire Alarm,23-03-23-004081,,False/Cooking related
694,03/23/2023 08:21 pm,,Pcv Corralitos,ALARM - Fire Alarm,23-03-23-004078,,False/Cooking related
695,03/23/2023 07:29 pm,,Julian A. Mcphee University Union,PATROL ACTIVITY - Foot Patrol,23-03-23-004076,,IN SERVICE
696,03/23/2023 06:41 pm,,Pcv Gypsum,LARCENY-THEFT - Theft Report,23-03-23-004071,,COMPLETED- NO REPORT
697,03/23/2023 05:58 pm,,Crandall Gymnasium,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-23-004070,,COMPLETED- NO REPORT
698,03/23/2023 05:43 pm,,Kennedy Library,LARCENY-THEFT - Theft Report,23-03-23-004069,,GONE ON ARRIVAL/UNABLE TO LOCATE
699,03/23/2023 04:59 pm,,Agriculture Sciences Area,LARCENY-THEFT - Theft Report,23-03-23-004068,,UNFOUNDED
700,03/23/2023 04:35 pm,,Dairy Science Unit,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-23-004066,,GONE ON ARRIVAL/UNABLE TO LOCATE
701,03/23/2023 04:11 pm,,Off Campus - 85 Broad,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-23-004064,,COMPLETED- NO REPORT
702,03/23/2023 02:57 pm,,Rodeo Arena,PATROL ACTIVITY - Foot Patrol,23-03-23-004062,,IN SERVICE
703,03/23/2023 02:16 pm,,Cerro Vista  Hollister,PROPERTY - Found Property report,23-03-23-004061,,IN SERVICE
704,03/23/2023 02:07 pm,,Performing Arts Center,PARKING - Parking Violation,23-03-23-004060,,COMPLETED- NO REPORT
705,03/23/2023 02:02 pm,,Yak?ityutyu - B,ALARM - Elevator Emergency/Alarm,23-03-23-004059,,COMPLETED- NO REPORT
706,03/23/2023 01:49 pm,,Spanos Stadium,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-23-004058,,GONE ON ARRIVAL/UNABLE TO LOCATE
707,03/23/2023 12:41 pm,,Cal Poly Police Department,CITIZEN ASSIST - Citizen Contact,23-03-23-004057,,COMPLETED- NO REPORT
708,03/23/2023 12:00 pm,,Yak?ityutyu - C,ALARM - Fire Alarm,23-03-23-004056,,False/Cooking related
709,03/23/2023 11:11 am,,Vista Grande Area,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-23-004055,,COMPLETED- NO REPORT
710,03/23/2023 10:42 am,,North Perimeter Road,VEHICLE - Vehicle Stop,23-03-23-004053,,SUBJECT(S) ADVISED/WARNED
711,03/23/2023 10:39 am,,Kennedy Library,FOLLOWUP - Followup,23-03-23-004052,,IN SERVICE
712,03/23/2023 10:01 am,,Pcv Aliso,ALARM - Fire Alarm,23-03-23-004051,,False/Cooking related
713,03/23/2023 09:35 am,,Administration,PARKING - Parking Violation,23-03-23-004049,,COMPLETED- NO REPORT
714,03/23/2023 03:24 am,,Inner Perimeter,PATROL ACTIVITY - Patrol Check,23-03-23-004044,,IN SERVICE
715,03/23/2023 03:05 am,,Center For Science,PATROL ACTIVITY - Foot Patrol,23-03-23-004043,,IN SERVICE
716,03/23/2023 03:02 am,,Julian A. Mcphee University Union Area,PATROL ACTIVITY - Patrol Check,23-03-23-004042,,IN SERVICE
717,03/23/2023 12:20 am,,,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-23-004040,,COMPLETED- NO REPORT
718,03/22/2023 10:37 pm,,Off Campus - 158 San Jose Ct,MEDICAL - MEDICAL AID - ALCOHOL/DRUG,23-03-22-004039,,TURNED OVER TO SLPD
719,03/22/2023 10:23 pm,,Pcv Foxen,ALARM - Fire Alarm,23-03-22-004038,,False/Cooking related
720,03/22/2023 09:36 pm,,Engineering West Area,PARKING - Parking Violation,23-03-22-004036,,DRIVER WARNED/ADVISED
721,03/22/2023 08:35 pm,,Pcv Foxen,ALARM - Elevator Emergency/Alarm,23-03-22-004035,,COMPLETED- NO REPORT
722,03/22/2023 07:59 pm,,Yak?ityutyu - D,ALARM - Elevator Emergency/Alarm,23-03-22-004034,,UNFOUNDED
723,03/22/2023 07:52 pm,,Kennedy Library,VEHICLE - Vehicle Stop,23-03-22-004033,,DRIVER WARNED/ADVISED
724,03/22/2023 07:41 pm,,California Boulevard,VEHICLE - Vehicle Stop,23-03-22-004032,,COMPLETED- NO REPORT
725,03/22/2023 07:20 pm,,Julian A. Mcphee University Union,PATROL ACTIVITY - Foot Patrol,23-03-22-004031,,IN SERVICE
726,03/22/2023 07:18 pm,,Yak?ityutyu - D,ALARM - Fire Alarm,23-03-22-004030,,False/Mechanical
727,03/22/2023 06:17 pm,,Frank E Pilling Computer Science,ALARM - Fire Alarm,23-03-22-004027,,TURNED OVER TO FACILITY SVS
728,03/22/2023 05:51 pm,,Yak?ityutyu - B,ALARM - Elevator Emergency/Alarm,23-03-22-004026,,COMPLETED- NO REPORT
729,03/22/2023 05:34 pm,,Yak?ityutyu - A,ALARM - Elevator Emergency/Alarm,23-03-22-004025,,COMPLETED- NO REPORT
730,03/22/2023 05:23 pm,03/18/2023 05:00 pm - 03/22/2023 04:30 pm,Ytt Parking Structure,MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230379,Closed
731,03/22/2023 05:23 pm,,Ytt Parking Structure,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-03-22-004023,230379,REPORT TAKEN
732,03/22/2023 05:19 pm,,Cerro Vista  Islay,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-22-004022,,COMPLETED- NO REPORT
733,03/22/2023 02:50 pm,,Fremont Hall,ALARM - Fire Alarm,23-03-22-004016,,False/Cooking related
734,03/22/2023 11:54 am,,Fremont Hall,PARKING - Parking Violation,23-03-22-004012,,TURNED OVER TO
735,03/22/2023 10:56 am,,Fremont Hall,ALARM - Fire Alarm,23-03-22-004008,,CALLED PRIOR
736,03/22/2023 07:56 am,,Fremont Hall,ALARM - Fire Alarm,23-03-22-004003,,TURNED OVER TO FACILITY SVS
737,03/22/2023 06:33 am,,Pcv Huasna,ALARM - Fire Alarm,23-03-22-003998,,False/Cooking related
738,03/22/2023 03:21 am,,Cal Poly Police Department,ALARM - Equipment Alarm,23-03-22-003997,,TURNED OVER TO
739,03/22/2023 02:04 am,,Multi Cultural Center,PATROL ACTIVITY - Patrol Check,23-03-22-003996,,IN SERVICE
740,03/22/2023 02:03 am,,Poly Canyon Village Area,PATROL ACTIVITY - Patrol Check,23-03-22-003995,,IN SERVICE
741,03/22/2023 01:50 am,,Canyon Circle Parking Structure,DISTURBANCE - Disturbance (specify) In Progress,23-03-22-003994,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
742,03/22/2023 12:54 am,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-03-22-003993,,SECURE/UNKNOWN
743,03/22/2023 12:18 am,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-03-22-003990,,False/Nature
744,03/22/2023 12:09 am,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-03-22-003989,,IN SERVICE
745,03/21/2023 11:53 pm,03/20/2023 11:00 pm - 03/21/2023 11:20 pm,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230376,Closed
746,03/21/2023 11:53 pm,,Muir Hall,VANDALISM - Malicious Mischief report,23-03-21-003988,230376,REPORT TAKEN
747,03/21/2023 11:27 pm,,Muir Hall,ALARM - Fire Alarm,23-03-21-003987,,False/Human Error
748,03/21/2023 11:10 pm,,Off Campus - Longview At Hathaway,CITIZEN ASSIST - Citizen Contact,23-03-21-003986,,SUBJECT(S) ADVISED/WARNED
749,03/21/2023 10:14 pm,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-03-21-003984,,IN SERVICE
750,03/21/2023 09:51 pm,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-03-21-003982,,SECURE/UNKNOWN
751,03/21/2023 09:46 pm,01/31/2023 10:55 am - 01/31/2023 11:05 am,Pcv Corralitos,LARCENY-THEFT - GRAND THEFT:MONEY/LABOR/PROPERTY // FRAUD - Acquire/Retain Personal Information ,,230375,Closed
752,03/21/2023 09:46 pm,,Pcv Corralitos,LARCENY-THEFT - Theft Report,23-03-21-003981,230375,REPORT TAKEN
753,03/21/2023 09:41 pm,,Off Campus - Mustang Villag,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-21-003980,,TURNED OVER TO SLPD
754,03/21/2023 09:10 pm,,Pcv Aliso,ALARM - Fire Alarm,23-03-21-003979,,False/Cooking related
755,03/21/2023 08:05 pm,,H-1 Parking Lot,PATROL ACTIVITY - Patrol Check,23-03-21-003978,,IN SERVICE
756,03/21/2023 07:55 pm,,Corporation,FRAUD - Fraud report,23-03-21-003976,,COMPLETED- NO REPORT
757,03/21/2023 07:13 pm,,Pcv Foxen,ALARM - Fire Alarm,23-03-21-003974,,False/Mechanical
758,03/21/2023 06:50 pm,03/17/2023 12:00 pm - 03/21/2023 06:00 pm,Kennedy Library,LARCENY-THEFT - PETTY THEFT,,230374,Closed
759,03/21/2023 06:50 pm,,Kennedy Library,LARCENY-THEFT - Theft Report,23-03-21-003972,230374,REPORT TAKEN
760,03/21/2023 04:55 pm,,Cal Poly Police Department,CITIZEN ASSIST - Keep the Peace,23-03-21-003971,,COMPLETED- NO REPORT
761,03/21/2023 04:23 pm,,Pcv Inyo,ALARM - Fire Alarm,23-03-21-003968,,False/Cooking related
762,03/21/2023 03:18 pm,,Kennedy Library,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-03-21-003966,,COMPLETED- NO REPORT
763,03/21/2023 02:48 pm,,Spanos Stadium,ALARM - Elevator Emergency/Alarm,23-03-21-003965,,TURNED OVER TO FACILITY SVS
764,03/21/2023 01:00 pm,,Unknown On-campus,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-21-003964,,IN SERVICE
765,03/21/2023 12:46 pm,,Julian A. Mcphee University Union,PATROL ACTIVITY - Foot Patrol,23-03-21-003963,,IN SERVICE
766,03/21/2023 08:16 am,,Cal Poly Police Department,CITIZEN ASSIST - Keep the Peace,23-03-21-003961,,COMPLETED- NO REPORT
767,03/21/2023 07:45 am,,Unknown On-campus,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-21-003960,,False/Human Error
768,03/21/2023 12:22 am,,Yak?ityutyu - G,CITIZEN ASSIST - Check The Welfare,23-03-21-003954,,COMPLETED- NO REPORT
769,03/20/2023 10:13 pm,,,PATROL ACTIVITY - Patrol Check,23-03-20-003952,,IN SERVICE
770,03/20/2023 09:47 pm,,Poly Canyon Village Area,PATROL ACTIVITY - Foot Patrol,23-03-20-003949,,IN SERVICE
771,03/20/2023 09:06 pm,,Yak?ityutyu - H,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-20-003948,,COMPLETED- NO REPORT
772,03/20/2023 08:13 pm,,Muir Hall,ALARM - Fire Alarm,23-03-20-003947,,False/Mechanical
773,03/20/2023 08:11 pm,,Village Drive Parking Structure,CITIZEN ASSIST - Public Assist (specify),23-03-20-003945,,COMPLETED- NO REPORT
774,03/20/2023 07:22 pm,,Pcv Huasna,ALARM - Fire Alarm,23-03-20-003944,,False/Steam
775,03/20/2023 06:11 pm,03/20/2023 06:11 pm - 03/20/2023 06:45 pm,Orfalea Business Building,LARCENY-THEFT - GRAND THEFT:MONEY/LABOR/PROPERTY,,230373,Closed
776,03/20/2023 06:11 pm,,Orfalea Business Building,LARCENY-THEFT - Theft Report,23-03-20-003940,230373,REPORT TAKEN
777,03/20/2023 05:51 pm,03/07/2023 08:00 pm - 03/09/2023 08:00 pm,Sequoia Hall Area,LARCENY-THEFT - PETTY THEFT,,230372,Closed
778,03/20/2023 05:51 pm,,Sequoia Hall Area,LARCENY-THEFT - Theft Report,23-03-20-003939,230372,REPORT TAKEN
779,03/20/2023 05:49 pm,03/20/2023 04:00 pm - 03/20/2023 05:30 pm,Recreation Center Area,LARCENY-THEFT - GRAND THEFT:MONEY/LABOR/PROPERTY,,230371,
780,03/20/2023 05:49 pm,,Recreation Center Area,LARCENY-THEFT - Theft Report,23-03-20-003938,230371,REPORT TAKEN
781,03/20/2023 05:23 pm,03/20/2023 04:00 pm - 03/20/2023 05:00 pm,Orfalea Business Building,LARCENY-THEFT - PETTY THEFT // MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230370,Closed
782,03/20/2023 05:23 pm,,Orfalea Business Building,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-03-20-003937,230370,REPORT TAKEN
783,03/20/2023 05:22 pm,03/20/2023 04:00 pm - 03/20/2023 04:50 pm,Education Building Area,LARCENY-THEFT - PETTY THEFT // MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230369,Closed
784,03/20/2023 05:22 pm,,Cal Poly Police Department,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-03-20-003936,230369,REPORT TAKEN
785,03/20/2023 04:59 pm,03/20/2023 01:00 pm - 03/20/2023 04:00 pm,Construction Innovations Center,LARCENY-THEFT - PETTY THEFT,,230368,Closed
786,03/20/2023 04:59 pm,,Construction Innovations Center,LARCENY-THEFT - Theft Report,23-03-20-003935,230368,REPORT TAKEN
787,03/20/2023 04:55 pm,,Cal Poly Police Department,CITIZEN ASSIST - Keep the Peace,23-03-20-003934,,COMPLETED- NO REPORT
788,03/20/2023 03:17 pm,,Cerro Vista  Morro,ALARM - Fire Alarm,23-03-20-003929,,CALLED PRIOR
789,03/20/2023 03:15 pm,,Crops Science Unit,ALARM - Fire Alarm,23-03-20-003928,,CALLED PRIOR
790,03/20/2023 11:29 am,,Inner Perimeter,PATROL ACTIVITY - Foot Patrol,23-03-20-003924,,IN SERVICE
791,03/20/2023 11:17 am,,Pcv Buena Vista,ALARM - Fire Alarm,23-03-20-003923,,False/Cooking related
792,03/20/2023 09:32 am,,Unknown On-campus,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-20-003921,,False/Human Error
793,03/20/2023 08:58 am,,Robert A. Mott Physical Education,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-20-003920,,False/Human Error
794,03/20/2023 08:48 am,03/17/2023 02:00 pm - 03/20/2023 08:00 am,Health & Wellbeing Center,MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230367,Closed
795,03/20/2023 08:48 am,,Health & Wellbeing Center,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-03-20-003919,230367,REPORT TAKEN
796,03/20/2023 08:14 am,,Cal Poly Police Department,CITIZEN ASSIST - Keep the Peace,23-03-20-003917,,COMPLETED- NO REPORT
797,03/20/2023 06:29 am,,Off Campus - Bishops Peak,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-20-003911,,False/Steam
798,03/20/2023 05:30 am,,K-1 Parking Lot,VEHICLE - Vehicle Stop,23-03-20-003910,,DRIVER WARNED/ADVISED
799,03/19/2023 11:01 pm,,Pcv Inyo,ALARM - Fire Alarm,23-03-19-003906,,False/Cooking related
800,03/19/2023 10:51 pm,,Pcv Estrella,ALARM - Fire Alarm,23-03-19-003904,,TURNED OVER TO ENGINEERING SVS
801,03/19/2023 10:46 pm,03/17/2023 06:30 pm - 03/19/2023 10:30 pm,Village Drive Parking Structure,LARCENY-THEFT - GRAND THEFT:MONEY/LABOR/PROPERTY,,230365,Closed
802,03/19/2023 10:46 pm,,Village Drive Parking Structure,LARCENY-THEFT - Theft Report,23-03-19-003903,230365,REPORT TAKEN
803,03/19/2023 10:09 pm,,Vista Grande Area,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-19-003902,,COMPLETED- NO REPORT
804,03/19/2023 09:27 pm,,Pcv Estrella,FOLLOWUP - Followup,23-03-19-003901,,IN SERVICE
805,03/19/2023 08:41 pm,03/19/2023 08:41 pm - 03/19/2023 08:52 pm,Yak?ityutyu ,DOCUMENTATION - General Incident,,230364,Closed
806,03/19/2023 08:41 pm,,Yak?ityutyu ,LARCENY-THEFT - Theft Report,23-03-19-003900,230364,REPORT TAKEN
807,03/19/2023 08:21 pm,,Yak?ityutyu - A,ALARM - Elevator Emergency/Alarm,23-03-19-003899,,COMPLETED- NO REPORT
808,03/19/2023 07:12 pm,,Erhart Agricultural Scien,CITIZEN ASSIST - Escort,23-03-19-003898,,COMPLETED- NO REPORT
809,03/19/2023 05:25 pm,,Pcv Inyo,ALARM - Fire Alarm,23-03-19-003896,,TURNED OVER TO FACILITY SVS
810,03/19/2023 05:23 pm,,Frank E Pilling Computer Science,ALARM - Fire Alarm,23-03-19-003895,,TURNED OVER TO FACILITY SVS
811,03/19/2023 04:26 pm,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-03-19-003893,,IN SERVICE
812,03/19/2023 04:23 pm,,Pcv Aliso,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-19-003892,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
813,03/19/2023 01:08 pm,03/17/2023 05:00 pm - 03/18/2023 08:45 am,Pcv Dover,LARCENY-THEFT - PETTY THEFT,,230363,Closed
814,03/19/2023 01:08 pm,,Pcv Dover,LARCENY-THEFT - Theft Report,23-03-19-003891,230363,REPORT TAKEN
815,03/19/2023 11:13 am,,Yak?ityutyu - B,LARCENY-THEFT - Theft Report,23-03-19-003888,,COMPLETED- NO REPORT
816,03/19/2023 10:28 am,03/18/2023 02:00 pm - 03/19/2023 02:00 am,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230361,
817,03/19/2023 10:28 am,03/18/2023 02:00 pm - 03/19/2023 02:00 am,Tenaya Hall,VANDALISM - Vandalism - Less Than $400,,230362,Closed
818,03/19/2023 10:28 am,,Tenaya Hall,VANDALISM - Malicious Mischief report,23-03-19-003886,230362,REPORT TAKEN
819,03/19/2023 10:25 am,,Muir Hall,VANDALISM - Malicious Mischief report,23-03-19-003885,230361,REPORT TAKEN
820,03/19/2023 08:46 am,03/18/2023 04:30 pm - 03/19/2023 07:30 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230360,Closed
821,03/19/2023 08:46 am,,Trinity Hall,VANDALISM - Malicious Mischief report,23-03-19-003883,230360,REPORT TAKEN
822,03/19/2023 02:31 am,03/19/2023 02:31 am - 03/19/2023 03:41 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230359,Closed
823,03/19/2023 02:31 am,,Muir Hall,DISTURBANCE - Disturbance (specify) In Progress,23-03-19-003880,230359,REPORT TAKEN
824,03/19/2023 02:04 am,,Yak?ityutyu - B,MEDICAL - MEDICAL AID - ALCOHOL/DRUG,23-03-19-003878,,COMPLETED- NO REPORT
825,03/19/2023 01:56 am,,Pcv Foxen,DISTURBANCE - Disturbance (specify) In Progress,23-03-19-003877,,TURNED OVER TO HOUSING
826,03/19/2023 01:19 am,03/18/2023 10:30 pm - 03/19/2023 01:19 am,Pcv Huasna,VANDALISM - VANDALISM ($400 OR MORE),,230358,Closed
827,03/19/2023 01:19 am,,Pcv Huasna,VANDALISM - Malicious Mischief report,23-03-19-003876,230358,REPORT TAKEN
828,03/19/2023 12:22 am,,Engineering South,ALARM - Equipment Alarm,23-03-19-003875,,TURNED OVER TO FACILITY SVS
829,03/18/2023 11:51 pm,,Spanos Stadium,PATROL ACTIVITY - Patrol Check,23-03-18-003874,,COMPLETED- NO REPORT
830,03/18/2023 11:23 pm,03/18/2023 11:23 pm - 03/18/2023 11:46 pm,Yosemite Tower 7,DOCUMENTATION - General Incident // DOCUMENTATION - OSRR Referral,,230357,Closed
831,03/18/2023 11:23 pm,,Julian A. Mcphee University Union,PATROL ACTIVITY - Patrol Check,23-03-18-003872,,COMPLETED- NO REPORT
832,03/18/2023 11:23 pm,,Yosemite Tower 7,PROPERTY - Found Property report,23-03-18-003873,230357,REPORT TAKEN
833,03/18/2023 11:04 pm,,Julian A. Mcphee University Union,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-18-003871,,COMPLETED- NO REPORT
834,03/18/2023 10:31 pm,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-03-18-003870,,COMPLETED- NO REPORT
835,03/18/2023 10:15 pm,,Off Campus - 500 Block Of Kentuck. 526 Kentucky,ASSIST - Assist Other Agency,23-03-18-003868,,COMPLETED- NO REPORT
836,03/18/2023 10:10 pm,,Yak?ityutyu - C,CITIZEN ASSIST - Check The Welfare,23-03-18-003869,,COMPLETED- NO REPORT
837,03/18/2023 09:40 pm,,Subway,LARCENY-THEFT - Theft In Progress,23-03-18-003867,,COMPLETED- NO REPORT
838,03/18/2023 09:18 pm,03/18/2023 09:18 pm - 03/18/2023 09:59 pm,Pcv Estrella,ASSAULT - Domestic Violence Report // ASSAULT - Battery Upon Spouse or Cohabitant,,230356,Arrest
839,03/18/2023 09:18 pm,,Pcv Estrella,DISTURBANCE - Disturbance (specify) In Progress,23-03-18-003866,230356,REPORT TAKEN
840,03/18/2023 08:04 pm,,Advanced Technology Lab,ALARM - Equipment Alarm,23-03-18-003865,,COMPLETED- NO REPORT
841,03/18/2023 07:58 pm,,Off Campus - 1231 Stenner Creek,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-18-003864,,COMPLETED- NO REPORT
842,03/18/2023 07:29 pm,,Pcv Foxen,ALARM - Fire Alarm,23-03-18-003863,,False/Cooking related
843,03/18/2023 06:57 pm,,Pcv Inyo,ALARM - Fire Alarm,23-03-18-003859,,False/Cooking related
844,03/18/2023 05:36 pm,,Pcv Corralitos,ALARM - Fire Alarm,23-03-18-003857,,False/Cooking related
845,03/18/2023 05:27 pm,,H-16 Parking Lot,VEHICLE - Vehicle Stop,23-03-18-003856,,SUBJECT(S) ADVISED/WARNED
846,03/18/2023 05:22 pm,,Yak?ityutyu - B,ALARM - Fire Alarm,23-03-18-003855,,SECURE/UNKNOWN
847,03/18/2023 04:35 pm,,H14-a Parking Lot,TRAFFIC - Traffic or Vehicle Code Violation,23-03-18-003854,,GONE ON ARRIVAL/UNABLE TO LOCATE
848,03/18/2023 03:56 pm,,Deer Road,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-18-003851,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
849,03/18/2023 03:23 pm,,Pcv Gypsum,ALARM - Fire Alarm,23-03-18-003849,,COMPLETED- NO REPORT
850,03/18/2023 02:09 pm,03/17/2023 02:00 pm - 03/18/2023 08:06 am,Fremont Hall,VANDALISM - Vandalism - Less Than $400,,230354,Closed
851,03/18/2023 02:06 pm,,Fremont Hall,VANDALISM - Malicious Mischief report,23-03-18-003848,230354,REPORT TAKEN
852,03/18/2023 02:05 pm,03/17/2023 11:00 pm - 03/18/2023 12:00 pm,Tenaya Hall,VANDALISM - VANDALISM ($400 OR MORE),,230355,Closed
853,03/18/2023 02:05 pm,,Muir Hall,VANDALISM - Malicious Mischief report,23-03-18-003846,230353,REPORT TAKEN
854,03/18/2023 02:05 pm,,Tenaya Hall,VANDALISM - Malicious Mischief report,23-03-18-003847,230355,REPORT TAKEN
855,03/18/2023 02:03 pm,,Trinity Hall,VANDALISM - Malicious Mischief report,23-03-18-003845,,COMPLETED- NO REPORT
856,03/18/2023 02:00 pm,03/17/2023 11:00 pm - 03/18/2023 12:00 pm,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230353,Closed
857,03/18/2023 01:40 pm,,Off Campus - Kentucky And Bond,CITIZEN ASSIST - Citizen Contact,23-03-18-003844,,COMPLETED- NO REPORT
858,03/18/2023 01:28 pm,,Yak?ityutyu - D,ALARM - Elevator Emergency/Alarm,23-03-18-003843,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
859,03/18/2023 01:25 pm,,Off Campus - Hathaway And Carpenter,CITIZEN ASSIST - Citizen Contact,23-03-18-003842,,CLEARED BY CITATION
860,03/18/2023 01:18 pm,,Grand Avenue Parking Structure,ALARM - Fire Alarm,23-03-18-003841,,COMPLETED- NO REPORT
861,03/18/2023 01:08 pm,,Off Campus - Hathaway And Carpenter,CITIZEN ASSIST - Citizen Contact,23-03-18-003840,,CLEARED BY CITATION
862,03/18/2023 12:39 pm,,Yak?ityutyu - B,ALARM - Fire Alarm,23-03-18-003839,,COMPLETED- NO REPORT
863,03/18/2023 12:20 pm,,Grand Avenue Parking Structure,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-18-003838,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
864,03/18/2023 12:12 pm,03/18/2023 12:26 pm - 03/18/2023 12:37 pm,Yak?ityutyu - B,OFFENSE AGAINST PUBLIC JUSTICE - Tamper with or Injure Fire Protection Equipment,,230352,Closed
865,03/18/2023 12:12 pm,,Yak?ityutyu - B,ALARM - Fire Alarm,23-03-18-003837,230352,REPORT TAKEN
866,03/18/2023 12:06 pm,,Sierra Madre Tower 4,ALARM - Fire Alarm,23-03-18-003835,,COMPLETED- NO REPORT
867,03/18/2023 11:14 am,,Pcv Huasna,ALARM - Fire Alarm,23-03-18-003834,,False/Cooking related
868,03/18/2023 10:58 am,,Farm Shop,BURGLARY - Burglary report,23-03-18-003833,,COMPLETED- NO REPORT
869,03/18/2023 10:56 am,03/18/2023 11:03 am - 03/18/2023 11:26 am,Muir Hall,LARCENY-THEFT - PETTY THEFT,,230351,Closed
870,03/18/2023 10:56 am,,Muir Hall,CITIZEN ASSIST - Citizen Contact,23-03-18-003832,230351,REPORT TAKEN
871,03/18/2023 10:51 am,,Pcv Gypsum,ALARM - Fire Alarm,23-03-18-003831,,COMPLETED- NO REPORT
872,03/18/2023 10:13 am,,Yak?ityutyu - E,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-18-003830,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
873,03/18/2023 10:02 am,03/18/2023 10:02 am - 03/18/2023 10:26 am,Yak?ityutyu Area,MEDICAL - Medical Aid,,230350,Closed
874,03/18/2023 10:02 am,,Yak?ityutyu Area,PATROL ACTIVITY - Foot Patrol,23-03-18-003829,230350,REPORT TAKEN
875,03/18/2023 09:43 am,,Poly Canyon Village,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-18-003827,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
876,03/18/2023 09:04 am,,Off Campus - Longview At Albert,CITIZEN ASSIST - Citizen Contact,23-03-18-003826,,CLEARED BY CITATION
